Ten_Sach;SKU;The_Loai;Gia;Ten_NCC;Ten_NXB;Nam_XB;Ten_Tac_Gia;Trong_Luong;Kich_Thuoc;So_Trang;Hinh_Thuc;Mo_Ta
Tóc Rối Đổi Kẹo;SKU: 8934974142874;Loại sản phẩm: Nhóm Sách Tuổi Teen;58,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2016;Thùy Dương;200;13 x 20;208;Bìa Mềm;Lũ trẻ tìm được niềm vui từ những thứ vô cùng giản dị, học được những bài học nhân văn từ cách sống của mọi người xung quanh, khiến những năm tháng vô cùng khó khăn nhưng cũng rất nên thơ giờ đầy ắp cả một vùng kí ức. Cu Lồ và cu Lồ Sứt chưa ra đời, nhưng bà ngoại tương lai của chúng đã viết câu chuyện này dành sẵn cho cháu mình để chúng biết về cụ, kỵ và những câu chuyện của họ mà chúng không được chứng kiến. Bà ngoại tương lai tên Zin, và trong Tóc rối đổi kẹo, bạn đọc sẽ theo chân cô bé Zin lí lắc mà cũng hay suy tư quay ngược thời gian trở về những năm 70 của thế kỉ trước. Qua góc nhìn trẻ thơ của Zin, thị xã tỉnh lẻ nơi cô bé sống hay làng quê cô bé về sơ tán (cũng chính là bất cứ địa danh miền Bắc nào trong thời kì bao cấp) hiện lên sống động từ những trò nghịch ngợm của trẻ con phố hàng, những bài hát chế lời, con búp bê nhựa lộng lẫy kiêu kì, cái chõng tre bày trước nhà bán nước chè xanh với chuối chín và kẹo hồng kẹo lạc, giấc mơ về cánh buồm đỏ thắm của cô gái nhỏ, đến tình làng xóm khi đi sơ tán, chiếc mũ rơm vàng óng các cô cậu học trò đội vào xinh như trên họa báo, những khúc khích đỏ mặt của các cô gái mới lớn khi bộ đội ở làng, mớ tóc rối của bà có thể đổi lấy những que kẹo mạch nha mộc mạc và niềm vui trong mắt những đứa cháu hồn nhiên… Lũ trẻ tìm được niềm vui từ những thứ vô cùng giản dị, học được những bài học nhân văn từ cách sống của mọi người xung quanh, khiến những năm tháng vô cùng khó khăn nhưng cũng rất nên thơ giờ đầy ắp cả một vùng kí ức.
Dưới Cửa Sổ Là Thảm Hồng Gai;SKU: 8934974138457;Loại sản phẩm: Nhóm Sách Văn Học Việt Nam;58,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;;Thiên Di;190;13 x 20;188;Bìa Mềm;Dưới Cửa Sổ Là Thảm Hồng Gai Bản thảo tập trung 14 truyện ngắn của tác giả Thiên Di xoay quanh những câu chuyện từ miền sông nước đến phố núi, đến chốn thị thành. Dù là ở đâu, con người trong truyện của Thiên Di cũng mang những niềm đau đáu, hoang hoải, và cả sự mất mát. “Trò chơi nào cũng có quy tắc của nó, trò đời thì lại càng có quy tắc. Có lúc thịnh ắt có lúc suy, có lúc thông ắt có lúc tắc…” và người ta đang tham gia vào cái trò đời như giỡn, nhiều khi phải trả giá đắt để có được sự giải thoát. Bản thảo tập trung 14 truyện ngắn của tác giả Thiên Di xoay quanh những câu chuyện từ miền sông nước đến phố núi, đến chốn thị thành. Dù là ở đâu, con người trong truyện của Thiên Di cũng mang những niềm đau đáu, hoang hoải, và cả sự mất mát. “Trò chơi nào cũng có quy tắc của nó, trò đời thì lại càng có quy tắc. Có lúc thịnh ắt có lúc suy, có lúc thông ắt có lúc tắc…” và người ta đang tham gia vào cái trò đời như giỡn, nhiều khi phải trả giá đắt để có được sự giải thoát.
Nguyễn Nhật Ánh - Chú Bé Rắc Rối;SKU: 8934974158585;Loại sản phẩm: Nhóm Sách Tuổi Teen;58,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2019;Nguyễn Nhật Ánh;180;12 x 20;181;Bìa Mềm;"Không biết các bạn như thế nào, chứ tôi thì tôi chưa từng lo cho ai bao giờ. Tôi lo cho chính tôi còn chưa xong nữa là. (mới mở đầu truyện thì nhân vật chính đã tâm sự như vậy rồi, nghe thấy ""Rắc Rối""). Không biết các bạn như thế nào, chứ tôi thì tôi chưa từng lo cho ai bao giờ. Tôi lo cho chính tôi còn chưa xong nữa là. (mới mở đầu truyện thì nhân vật chính đã tâm sự như vậy rồi, nghe thấy ""Rắc Rối""). Thực sự thì làm sao, vẫn là giọng văn “đọc tức cười”, cách thắt nút, mở nút đầy bất ngờ của tác giả dẫn ta đi hết rắc rối này đến rắc rối khác. Đọc rắc rối nhưng mà thấy thú vị."
Thế Giới C;SKU: 8934974107309;Loại sản phẩm: Sách;54,000₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2011;Vũ Lập Nhật;;13 x 20;248;Bìa Mềm;Tác phẩm gồm hai truyện vừa liền mạch, truyện đầu tiên kể về cuộc điều tra một vụ mất tích dần đi vào ngõ cụt với 4 nhân chứng có liên quan với nạn nhân. Mỗi người là một thế giới riêng, đầy ám ảnh, kỳ quặc và mơ hồ. Cả người mất tích cũng vậy. Họ gặp nhau trên mạng internet và trò chuyện vì cùng có một thói quen: sử dụng máy tính. Tác phẩm gồm hai truyện vừa liền mạch, truyện đầu tiên kể về cuộc điều tra một vụ mất tích dần đi vào ngõ cụt với 4 nhân chứng có liên quan với nạn nhân. Mỗi người là một thế giới riêng, đầy ám ảnh, kỳ quặc và mơ hồ. Cả người mất tích cũng vậy. Họ gặp nhau trên mạng internet và trò chuyện vì cùng có một thói quen: sử dụng máy tính. Người mất tích là một cô gái: “Không một ai thấy được biểu hiện nào khác lạ từ cô gái trước đó. Không một gợi ý gì cụ thể rõ ràng về nơi cô sẽ đến. Thậm chí, chính việc cô còn sống hay không cũng không thể xác định rõ. Và bây giờ, lại có thêm một người chết”(trích tác phẩm). Cuối truyện, Thất – người đã đem lòng yêu cô gái mất tích được khuyên là hãy đến nơi “có cơn gió màu cam” để tìm lại cô ấy. Truyện thứ hai kể về cuộc tìm kiếm (gần như) trong tâm tưởng của chàng trai tên Thất. Anh đã tìm đến một cô gái trong thế giới “có cơn gió màu cam” mơ hồ đâu đó trong tiềm thức để tìm lại người con gái anh yêu. Qua cuộc tìm kiếm này ta nhận thấy rằng, nhiều lúc, để tìm lại được những thứ đã mất, ta phải trả giá, đánh đổi nhiều thứ quan trọng, nhưng khi tìm lại được rồi thì cũng chưa hẳn là hạnh phúc… hoặc sẽ đau khổ suốt quãng đời còn lại. Truyện kết thúc mở, một kết thúc khiến người đọc khó lòng nhận ra giữa thực tế và mộng ảo, cái nào thực hơn. Sách thuộc kho sách cũ, sách tồn kho, không đổi trả. Khách hàng vui lòng cân nhắc trước khi mua.
Nguyễn Nhật Ánh - Hạ Đỏ;SKU: 8934974158592;Loại sản phẩm: Nhóm Sách Tuổi Teen;58,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2018;Nguyễn Nhật Ánh;200;12 x 20;180;Bìa Mềm;Mùa hè là khoảng thời gian mà học trò không còn lo lắng chuyện học hành và cũng là mùa để họ vui chơi giải trí. Mùa hè này, anh chàng Chương còm sẽ về quê ngoại để đổi gió và nghỉ ngơi sau chín tháng dài học hành căng thẳng với đầy nỗi âu lo. Nơi quê ngoại Chương sẽ làm gì và học hỏi được những gì ? Xin mời các bạn cùng đón đọc Hạ Ðỏ để biết được toàn bộ nội dung câu chuyện này. Mùa hè là khoảng thời gian mà học trò không còn lo lắng chuyện học hành và cũng là mùa để họ vui chơi giải trí. Mùa hè này, anh chàng Chương còm sẽ về quê ngoại để đổi gió và nghỉ ngơi sau chín tháng dài học hành căng thẳng với đầy nỗi âu lo. Nơi quê ngoại Chương sẽ làm gì và học hỏi được những gì ? Xin mời các bạn cùng đón đọc Hạ Ðỏ để biết được toàn bộ nội dung câu chuyện này.
Mây Trắng Giăng Ngang Lưng Đồi;SKU: 8934974142034;Loại sản phẩm: Nhóm Sách Văn Học Việt Nam;58,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;;Trương Văn Tuấn;180;13 x 20;192;Bìa Mềm;Một tập truyện ngắn nhẹ nhàng, dung dị và cảm động. Mỗi câu chuyện là một lát cắt số phận éo le nhưng luôn được người kể nhìn bằng ánh mắt nhân văn, ấm áp. Một tập truyện ngắn nhẹ nhàng, dung dị và cảm động. Mỗi câu chuyện là một lát cắt số phận éo le nhưng luôn được người kể nhìn bằng ánh mắt nhân văn, ấm áp.
Horrible Science - Hệ Tiêu Hóa;SKU: 8934974171911;Loại sản phẩm: SÁCH;48,000₫;;NXB Trẻ;2021;Nick Arnold;167;20 x 14 x 0.6 cm;157;Bìa Mềm;Bàng quang có thể phình to ra cỡ nào? Bộ phận nào trong ruột vô tích sự nhất? Tại sao các phi hành gia không được ăn đậu trước khi bay? Tại sao ta lại ợ?... Câu trả lời bạn chỉ có thể tìm nhanh nhất ở ngay trong cuốn sách này. Mời bạn tìm đọc.
Kiss & Blog;SKU: 8934974082972;Loại sản phẩm: Nhóm Sách Tuổi Teen;59,780₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2009;Alyson Noël;280;12 x 20;370;Bìa Mềm;Cùng nhau học tại trường Ocean High, Winter và người bạn thân của mình, Sloane muốn chấm dứt những ngày ngồi bàn C, muốn được tham gia đội cổ vũ và là thành viên của nhóm sành điệu. Để thực hiện mong muốn đó, cả hai quyết định sẽ thay đổi bản thân mình: một mái tóc nhuộm màu thật đẹp, mua những bộ quần áo sành điệu hơn hay việc trang điểm thật cầu kì mỗi khi ra ngoài thậm chí họ còn “tập hàng trăm lần động tác hất tóc lên khiến mái tóc vụt qua vai và xõa xuống trước mắt”. Sloane cho rằng tình bạn chỉ có thể tồn tại khi có thể hiểu ý những người bạn mới, nói và làm những gì có thể khiến bạn mình vui. Rất nhanh chóng, kế hoạch của Sloane đã cho kết quả. Sloane nhanh chóng hòa nhập vào môi trường mới, chuyển sang dãy bàn A mong đợi và tham gia nhóm sành điệu. Còn Winter thì ngược lại. Vốn đã ít bạn, nay Sloane đi rồi, Winter càng đơn độc. Những lần hẹn thưa dần và khi Sloane lấy lời thoại chuẩn bị thi vào đội cổ động của Winter thì tất cả chấm dứt. Giọt nước tràn ly ấy đã khiến Winter đau khổ, càng thu hẹp mình hơn. Ngày ngày, việc duy nhất khiến Winter quan tâm là theo dõi, quan sát hôm nay Sloane làm gì.
Đêm Gành Hào Nghe Điệu Hoài Lang;SKU: 8934974165095;Loại sản phẩm: Nhóm Sách Nghệ Thuật;30,600₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2019;Vũ Đức Sao Biển;280;20 x 28;120;Bìa Mềm;Đêm Gành Hào nghe điệu hoài lang là tuyển tập 100 bài tình ca của nhạc sĩ Vũ Đức Sao Biển. Tuyển tập tình ca Vũ Đức Sao Biển ca ngợi tình yêu với quê hương, đất nước, tình yêu lứa đôi. Đêm Gành Hào nghe điệu hoài lang là tuyển tập 100 bài tình ca của nhạc sĩ Vũ Đức Sao Biển. Tuyển tập tình ca Vũ Đức Sao Biển ca ngợi tình yêu với quê hương, đất nước, tình yêu lứa đôi. Trong đó có nhiều bài hát là những tác phẩm bất hủ qua năm tháng như: Thu hát Cho Người, Đêm Gành Hào Nghe Điệu Hoài Lang, Điệu Buồn Phương Nam...
Một Nửa;SKU: 8934974153047;Loại sản phẩm: Nhóm Sách Văn Học Việt Nam;58,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;;Nguyên Hương;200;13 x 20;230;Bìa Mềm;Thường hiểu là phần chưa trọn, hoặc là mảnh ghép của một tổng thể. Trong sách này, Một nửa là tên của 1 trong 23 truyện ngắn Nguyên Hương, và sắc thái của “một nửa” tiếp tục len lỏi trong 22 truyện còn lại. Thường hiểu là phần chưa trọn, hoặc là mảnh ghép của một tổng thể. Trong sách này, Một nửa là tên của 1 trong 23 truyện ngắn Nguyên Hương, và sắc thái của “một nửa” tiếp tục len lỏi trong 22 truyện còn lại. Cái phần chưa trọn đó là sự nhầm lẫn để lại nỗi dằn vặt dài cả đời người, là mối quan hệ chưa thể gọi tên, là quyết định còn dùng dằng, là manh nha của đổ vỡ, sự nghi hoặc vừa lóe lên hay một âm mưu vừa nhen nhóm… Trong khi đó, mảnh ghép của tổng thể là khát khao hạnh phúc, là con người, là nhân cách, là tình yêu, là tấm lòng mẹ cha, là nghĩa vợ chồng. MỘT NỬA được tác giả Nguyên Hương nhào nặn từ chất liệu đời và cảm hứng văn chương, nhắm về Hạnh Phúc- một thứ lấp lánh mà không ai dám nhận mình đã sở hữu trọn vẹn. MỘT NỬA cũng là dịp mở ra cho độc giả sáng tạo thêm lần nữa qua cảm nhận của mỗi lần đọc sách.
John Carter Và Thống Soái Hỏa Tinh;SKU: 8934974111467;Loại sản phẩm: SÁCH;55,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2012;Edgar Rice Burroughs;;13 x 20;226;Bìa Mềm;John Carter là một cựu binh trong cuộc Nội chiến của Hoa Kỳ. Một ngày tình cờ anh bị hút vào Hỏa tinh, và nó đã khởi đầu cho cuộc phiêu lưu ly kỳ của anh trong suốt hơn hai mươi năm dài. Những thủ pháp miêu tả và cách xây dựng nội dung, tình tiết, cao trào của Burroughs đúng là của một bậc thầy, khiến độc giả không bao giờ chán và thậm chí không muốn dừng mạch đọc, dù đang theo dõi một cuộc đấu nghẹt thở hay đang lắng lòng với cảnh tự tình của hai con người yêu nhau. Ngoài ra, một trong những điểm đặc sắc của bộ truyện là tư tưởng mang tính tiên phong của Burroughs. Ngay từ đầu thế kỷ XX, ông đã có một tầm nhìn sâu sắc về môi trường, trong đó một Hỏa tinh đã từng trù phú trở nên khô khan cằn cỗi và các chủng tộc buộc phải lấy chiến tranh làm một phương tiện để trung hòa giữa dân số và nguồn tài nguyên thực phẩm hiếm hoi. Bên cạnh đó, những ý tưởng mang đầy tính sáng tạo của ông về các công nghệ trên Hỏa tinh thật sự là những yếu tố hấp dẫn và thú vị, đặc biệt của một tác giả sống trước năm 1950.
DTRG. Hoàng tử và cậu bé nghèo khổ;SKU: 8934974171218;Loại sản phẩm: Nhóm Sách Văn Học Nước Ngoài;30,600₫;;;;;;;;;Hoàng tử và cậu bé nghèo khổ là một tác phẩm kinh điển của đại văn hào Mark Twain, được xuất bản lần đầu năm 1882. Truyện kể về một hoàng tử nhỏ giàu lòng trắc ẩn, một ngày nọ thử đổi vai với một chú bè nghèo có vóc dáng giống hệt mình. Mọi rắc rối bắt đầu từ đó: Trong khi chú bé nghèo lần đầu tận hưởng cuộc sống xa hoa uy quyền thì vị hoàng tử bỗng chốc rơi xuống đáy xã hội với đói nghèo, bạo lực. Nhưng cũng chính những ngày lang thang đói khát, bị đánh đập xua đuổi và sau đó được những người tốt bụng cứu giúp đã thắp lên trong đầu hoàng tử những ý nghĩ cao thượng: sẽ là một vị vua công minh chính trực, cho trẻ con trên khắp đất nước bánh mì, chỗ ngủ và sách vở…
